id,cannon_teff,cannon_logg,cannon_m_h,cannon_alpha_m,cannon_teff_err,cannon_logg_err,cannon_m_h_err,cannon_alpha_m_err,cannon_red_chisq,ra,dec,snrg,codeindex,GAL_LONG,GAL_LAT,_r,recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,u_e_Vmag,Bmag,e_Bmag,u_e_Bmag,g'mag,e_g'mag,u_e_g'mag,r'mag,e_r'mag,u_e_r'mag,i'mag,e_i'mag,u_e_i'mag,Separation
spec-56576-GAC094N30B1_sp09-079.fits,4970.25976082,3.03212885672,-0.151332897221,0.101316387395,44.4163140609,0.096068465373,0.050174543228,0.0209094418361,0.5532851829040334,94.536902,31.560623,12.329999923706055,264462,181.16595364104165,7.405705548926411,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56580-HD220818N240924V01_sp05-157.fits,4842.29080108,3.3369265344,-0.398012674844,0.0976921313428,30.6754875882,0.0478571185929,0.0345236193246,0.0140041017429,0.23060624950374686,331.740766,23.360662,50.84000015258789,266142,80.83653932435885,-25.76653585156628,6.2E-5,9802542,331.740814,23.360705,0.476,0.389,20121296,16,71,0.98,0.097,13.133,0.084,0,14.113,0.049,0,13.627,0.047,0,12.85,0.061,0,12.645,0.453,0,6.156906717460702E-5
spec-56582-GAC094N35V1_sp02-105.fits,4861.57706001,2.50665937229,-0.404235402206,0.160638197659,22.5996761876,0.0539890499931,0.0281990817592,0.0108580898043,0.4177742659988617,93.346441,32.928637,39.060001373291016,269830,179.4736210976784,7.146699272542742,3.6E-5,25633637,93.346448,32.928601,0.232,0.212,20151570,4,20,1.505,0.135,14.282,0.091,0,15.787,0.1,0,15.019,0.048,0,13.759,0.099,0,13.172,0.049,0,3.647630442983514E-5
spec-56582-VB012N41V1_sp07-208.fits,4578.24690336,2.67468078974,0.3069420412,0.102782424161,15.8297599778,0.0385082506096,0.0198313014838,0.0110758240999,0.4353726167794729,14.208278,39.289719,41.540000915527344,270998,124.07082285826225,-23.570097552076934,4.3E-5,2615569,14.208287,39.289677,0.105,0.108,20151768,5,25,1.124,0.055,12.648,0.041,0,13.772,0.037,0,13.195,0.043,0,12.286,0.031,0,11.945,0.045,0,4.257369374557384E-5
spec-56589-GAC078N51V1_sp02-017.fits,3879.69939523,0.956488265886,-0.722379664676,0.0574276272266,20.7990781449,0.0525007329527,0.0359072089202,0.012111768138,0.5404823552212918,76.919146,49.498619,15.619999885559082,276280,158.84969373709444,5.386902213526548,6.8E-5,1746233,76.919245,49.498597,0.319,0.207,20122182,5,23,1.907,0.054,13.012,0.034,0,14.919,0.042,0,13.917,0.035,0,12.286,0.035,0,11.413,0.041,0,6.795681046987147E-5
spec-56589-GAC078N51V1_sp02-130.fits,4857.0018147,2.50420417307,-0.25408081401,0.120552103949,30.3723098777,0.0750717290285,0.038254222498,0.0144985324851,0.34334669841573034,76.52809,49.823628,25.6299991607666,276283,158.4360192359478,5.377662167475748,6.8E-5,1694086,76.528013,49.823581,0.256,0.13,20122182,5,23,1.461,0.064,12.939,0.036,0,14.4,0.053,0,13.597,0.029,0,12.414,0.036,0,11.828,0.036,0,6.838644470033597E-5
spec-56589-GAC078N51V1_sp02-150.fits,4961.60017349,2.85211712661,-0.465444529654,0.0670551002143,64.0119497378,0.127378603331,0.075584146103,0.0234649667868,0.27294756142937854,76.466411,49.623908,15.710000038146973,276285,158.57267321892311,5.226126227103094,6.7E-5,1694012,76.466317,49.623881,0.623,0.297,20122182,5,23,1.324,0.081,13.46,0.042,0,14.784,0.069,0,14.074,0.016,0,12.993,0.032,0,12.445,0.033,0,6.661086709715435E-5
spec-56589-GAC078N51V3_sp15-207.fits,4697.65475652,2.60770219318,-0.343287372023,0.263384623875,18.9808559112,0.0428856714805,0.0235564123091,0.00925297994023,1.0266735135001412,77.691893,52.646751,47.29999923706055,276856,156.5764666453978,7.633166892820162,1.6E-5,1793878,77.691885,52.646736,0.085,0.111,20152268,4,20,1.683,0.085,12.871,0.056,0,14.555,0.064,0,13.678,0.039,0,12.228,0.065,0,11.576,0.071,0,1.5765772137779424E-5
spec-56590-GAC066N53V2_sp02-041.fits,4694.39874974,2.47723945983,-0.0490318689778,0.0522198060282,27.4658649664,0.0651505624785,0.0350017622719,0.011097911366,0.49857050122943725,63.34147,52.026607,19.889999389648438,278254,151.27062332524824,0.6301331822742021,1.69E-4,1877809,63.341353,52.02676,0.675,0.686,20122266,3,15,1.553,0.1,14.153,0.005,0,15.707,0.1,0,14.895,0.081,0,13.525,0.018,0,12.903,0.073,0,1.6909015494577013E-4
spec-56592-GAC102N35V2_sp08-243.fits,4533.12548283,2.45723005205,-0.0041741358121,0.153143330469,28.7212154064,0.0647766262031,0.0362161860517,0.013166784609,0.2821861737345258,103.48651,34.753656,21.90999984741211,284169,181.44289686316236,15.54144761604923,5.5E-5,6432788,103.486451,34.75363,0.345,0.235,20151573,4,20,1.314,0.121,14.045,0.045,0,15.359,0.113,0,14.644,0.109,0,13.598,0.035,0,13.152,0.046,0,5.500753246371935E-5
spec-56592-HD003103N554209V01_sp15-167.fits,4205.59635291,1.48903706088,0.224936534124,0.0580696847849,10.7822399526,0.0311667145466,0.0169950088708,0.00814558395369,0.7623361099611865,6.580692,56.936722,31.90999984741211,285731,119.49383634585324,-5.767275185673849,8.2E-5,3257199,6.580557,56.936685,0.339,0.358,20122413,14,64,1.927,0.112,14.377,0.057,0,16.304,0.097,0,15.315,0.078,0,13.679,0.039,0,12.955,0.031,0,8.242277880096896E-5
spec-56609-HD004201N404117V01_sp16-046.fits,4460.51431104,2.09833683851,-0.560830762003,0.236113768029,48.9777989811,0.123948193486,0.0696420769565,0.0332151513386,0.30847687305227656,8.712951,42.761969,15.010000228881836,299693,119.69323927325442,-20.005453763999338,2.0E-6,2687316,8.712954,42.761968,0.465,0.236,20151872,4,20,1.337,0.058,14.04,0.023,0,15.376,0.054,0,14.667,0.028,0,13.606,0.017,0,13.17,0.01,0,2.4189236625856914E-6
spec-56611-GAC061N46V1_sp03-206.fits,4708.42108238,2.39453127017,-0.00999311491071,0.0961696770192,29.7149664763,0.0748138879917,0.0380018511891,0.0136293517307,0.6503075684615385,60.143807,47.351059,18.6299991607666,302279,152.87489375662548,-4.223493970573787,9.3E-5,1575910,60.14384,47.350969,0.837,0.404,20122086,3,13,1.633,0.083,14.616,0.037,0,16.249,0.075,0,15.392,0.094,0,14.017,0.024,0,13.339,0.081,0,9.273545856540167E-5
spec-56611-GAC061N46V1_sp04-096.fits,5019.67051871,2.67509716622,-0.08753540737,0.050693498751,11.1398686833,0.0279246152142,0.0132116929808,0.00482389321349,0.9840818237982955,62.072144,46.547926,92.27999877929688,302316,154.3956474622786,-3.9465882291858723,2.71E-4,1445358,62.072305,46.547679,0.294,0.362,20122086,2,10,1.678,0.011,13.111,0.008,0,14.789,0.008,0,13.897,0.018,0,12.494,0.01,0,11.763,0.04,0,2.7068358697412075E-4
spec-56611-GAC061N46V1_sp09-230.fits,4290.56339999,1.79248136594,-0.3730748734,0.0289576041583,20.7299086079,0.0503406519589,0.0309011271767,0.00925307882036,0.7853804271165106,63.26972,47.003861,17.6299991607666,302492,154.68610712544336,-3.054138129956542,2.88E-4,1450014,63.270128,47.003934,0.869,0.19,20122086,2,10,2.053,0.04,14.168,0.038,0,16.221,0.011,0,15.13,0.026,0,13.368,0.006,0,12.498,0.0,0,2.8765210451722805E-4
spec-56611-GAC061N46V1_sp10-247.fits,4753.74965806,2.37371935159,-0.046425926538,0.117973663589,34.8052064972,0.0894187813748,0.0450289240641,0.0164084771029,0.3443858307746479,59.141106,46.630337,17.260000228881836,302529,152.8244696995079,-5.215805237984476,1.1E-5,1574607,59.141118,46.63033,0.39,0.297,20122085,2,8,1.568,0.059,14.144,0.0,1,15.712,0.059,1,14.991,0.039,0,13.614,0.026,0,13.03,0.081,0,1.0812249351910225E-5
spec-56611-GAC108N21V3_sp13-154.fits,4840.9816201,2.53844907757,-0.332820068391,0.172422556688,10.5475402483,0.0261895740706,0.0131900186761,0.00846794229246,0.6927932551217465,110.48411,22.901489,101.91000366210938,305693,195.27638287184956,16.631961832610692,9.0E-5,5982781,110.484117,22.901399,0.56,0.479,20151097,7,35,1.052,0.083,12.469,0.062,0,13.521,0.056,0,12.934,0.039,0,12.134,0.069,0,11.772,0.048,0,9.023070242383632E-5
spec-56616-GAC083N57V2_sp09-120.fits,4457.5131535,2.52258377757,0.281808055345,0.0477798083831,15.3981012447,0.0373085647674,0.0205847151661,0.00949113844114,0.492794134376221,84.11412,58.192448,28.65999984741211,308555,153.84359008189315,13.695361858973708,4.0E-5,1822797,84.114084,58.192413,0.493,0.549,20152429,7,35,1.628,0.141,14.024,0.076,0,15.652,0.118,0,14.847,0.092,0,13.428,0.112,0,12.77,0.088,0,3.9812432432145835E-5
spec-56616-GAC083N57V3_sp16-061.fits,4023.89535743,1.49996646368,-0.223550505146,0.0502533334619,18.1156496137,0.0477479344378,0.0290026376924,0.0124227098495,0.5094055971977862,81.317762,58.98682,19.899999618530273,308746,152.37512489926465,12.851768247010849,5.1E-5,1940245,81.317841,58.986851,0.48,0.367,20152428,5,40,1.846,0.07,12.627,0.059,0,14.473,0.037,0,13.518,0.047,0,11.938,0.067,0,11.19,0.041,0,5.1164247783357966E-5
spec-56618-VB057N34V2_sp04-014.fits,4710.35808132,2.88610673707,0.0407050909671,0.376106534765,8.06243951187,0.0192048591022,0.00932606448239,0.00301241004817,4.722848584140603,57.109401,35.02317,100.66999816894531,317058,159.2201265252401,-15.092002825522268,8.5E-5,1340515,57.109346,35.023098,0.317,0.427,20121671,4,19,1.462,0.053,13.599,0.042,0,15.061,0.032,0,14.301,0.026,0,13.082,0.064,0,12.61,0.057,0,8.492736643571854E-5
spec-56618-VB057N34V2_sp07-208.fits,4038.53650336,1.38147240676,-0.313308705606,0.0775164862157,17.3980086866,0.0469706293703,0.0283312682967,0.0132384827937,0.5539176762883695,59.218706,32.993679,24.200000762939453,317232,161.9681963832014,-15.477131025372929,2.7E-5,1328368,59.218691,32.993703,0.201,0.244,20121560,16,73,1.72,0.18,13.381,0.074,0,15.101,0.164,0,14.19,0.106,0,12.751,0.072,0,12.236,0.363,0,2.7097610684202478E-5
spec-56618-VB057N34V2_sp08-017.fits,4830.31142215,3.22882704368,-0.558094927847,0.0606231031796,92.5162069964,0.14486074415,0.103709067534,0.0321334549528,0.13880239879251607,58.440147,34.07481,15.300000190734863,317244,160.72127324115598,-15.09862805147271,7.3E-5,1331625,58.440063,34.074832,0.603,0.603,20121559,13,49,1.348,0.305,14.677,0.098,0,16.025,0.289,0,15.432,0.349,0,14.178,0.068,0,13.716,0.046,0,7.297303796279634E-5
spec-56640-GAC064N42V1_sp09-069.fits,4967.90711421,2.921859341,-0.125765117749,0.0269594912803,45.3007967118,0.101614190149,0.0525209770581,0.0181742137165,0.19571926097292722,65.688838,43.066619,16.610000610351562,339682,158.67001833144695,-4.673126116726186,7.7E-5,1403815,65.688843,43.066696,0.413,0.537,20121990,2,8,1.436,0.0,14.653,0.0,1,16.089,0.0,1,15.371,0.014,0,14.114,0.034,0,13.522,0.053,0,7.708659377208655E-5
spec-56640-GAC064N42V1_sp10-184.fits,4770.09978471,2.66872883753,-0.258619865135,0.073440087477,18.7091471114,0.0436728033642,0.0234119042426,0.0105622339657,0.5121882526472253,61.645747,41.231937,45.439998626708984,339732,157.77960643236784,-8.073738675502094,8.7E-5,1392708,61.645855,41.231968,0.203,0.45,20121887,3,15,1.82,0.287,12.775,0.077,0,14.595,0.276,0,13.75,0.321,0,12.172,0.046,0,11.518,0.092,0,8.693601782684168E-5
spec-56640-GAC064N42V2_sp08-250.fits,4975.27391647,3.32421704283,-0.659852968484,0.0244104542353,87.5509166291,0.135316123994,0.0980979941237,0.0245800814897,0.26727712972747436,65.67235,41.715446,15.890000343322754,340185,159.62736173591233,-5.630582239062173,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56640-GAC064N42V2_sp15-204.fits,4967.94607145,2.8980461369,-0.167662521395,0.0368497639655,28.4087121328,0.0616416242326,0.0331084782519,0.0111771291629,0.3326922552835486,64.035951,43.584659,30.469999313354492,340434,157.44684917350344,-5.151592760043003,1.37E-4,1431788,64.035945,43.584522,0.566,0.462,20151989,4,8,,,,,,,,,15.117,0.056,0,13.863,0.058,0,13.176,0.04,0,1.3706892049778518E-4
spec-56640-VB021N40V2_sp09-215.fits,4355.33889424,2.00709016785,-0.0904393673207,0.135607791608,8.34503712319,0.0224067713623,0.0123990986499,0.00752699398638,0.931174219092423,22.662834,40.812172,71.91000366210938,342441,130.8906944205927,-21.45279892083968,5.1E-5,2174857,22.662802,40.812127,0.073,0.101,20121876,2,10,1.202,0.016,12.753,0.0,0,13.955,0.016,0,13.278,0.01,0,12.317,0.021,0,11.858,0.06,0,5.1103617237190926E-5
spec-56641-GAC084N47V1_sp16-227.fits,5087.46106926,3.11846341776,-0.350764681453,0.1130028602,16.732944039,0.0318433179128,0.0189250697596,0.00941918714479,0.7034126679728967,82.351058,49.722141,94.12000274658203,342989,160.67390964325676,8.412528633650233,8.9E-5,1286559,82.350949,49.722086,0.328,0.21,20152183,4,20,1.315,0.062,12.532,0.048,0,13.846,0.039,0,13.174,0.047,0,12.07,0.043,0,11.568,0.058,0,8.939093059226295E-5
spec-56647-GAC085N22V2_sp14-041.fits,3982.93846193,0.708438357689,-0.841825987415,0.084714365741,21.8417113398,0.0569281063323,0.040151758897,0.0134127548829,0.6251943177316384,82.951029,22.846003,15.59000015258789,354433,183.51196593063673,-5.868435730558419,2.51E-4,25174782,82.950859,22.846199,0.015,0.27,20151087,2,2,,,,,,,,,,,,,,,13.069,0.012,0,2.5091733360594595E-4
spec-56654-HD120800N003716V01_sp01-113.fits,4783.07599346,2.28378459615,-0.835548516706,0.28169104943,53.8694069088,0.126559009602,0.0705317066934,0.0257193918111,0.4766470946104619,182.185096,-1.364391,18.670000076293945,363941,281.39296609288385,59.70983355993844,2.8E-5,26861733,182.185124,-1.364395,0.341,0.244,20160204,6,31,0.891,0.041,14.118,0.027,0,15.008,0.032,0,14.511,0.038,0,13.891,0.032,0,13.661,0.086,0,2.8276412514535282E-5
spec-56656-VB137N18V1_sp06-227.fits,4898.77143536,2.70842672739,-1.18911125783,0.285380434064,146.791472702,0.24439179675,0.182066609579,0.0473886946639,0.14298733858984486,139.60621,17.354033,11.15999984741211,364762,212.5518178220071,40.108121903889234,3.8E-5,5276032,139.606216,17.353995,0.24,0.096,20150851,3,15,0.914,0.103,13.764,0.011,0,14.678,0.102,0,14.157,0.077,0,13.509,0.024,0,13.176,0.065,0,3.84291186028433E-5
spec-56658-HD122946N143900B01_sp12-078.fits,4734.05834179,2.63460345864,-0.990495358017,0.0257263830393,129.181427122,0.26099162318,0.164123799033,0.0436044941408,0.16632107736761798,188.555961,16.064922,10.5600004196167,368604,282.21465071417526,78.23844227697911,1.59E-4,27591723,188.556118,16.064873,0.714,1.03,20150738,4,17,0.814,0.057,16.192,0.016,0,17.006,0.055,0,16.567,0.026,0,15.944,0.056,0,15.501,0.019,0,1.5862675367007094E-4
spec-56667-GAC094N35V4_sp02-007.fits,4468.37931044,1.87028429816,-0.409331402019,0.110097473724,12.8937446987,0.0345883588639,0.0194216165613,0.00817821306122,0.673884415246509,93.61494,33.262314,51.209999084472656,378364,179.28123610200205,7.500996869866067,5.3E-5,25634295,93.614981,33.262273,0.144,0.168,20151570,4,20,1.624,0.057,12.94,0.047,0,14.564,0.032,0,13.714,0.069,0,12.338,0.07,0,11.684,0.036,0,5.3444530103978744E-5
spec-56667-GAC094N35V4_sp08-007.fits,4831.09185803,2.58434096592,-0.234535692348,0.0801790697255,23.139436454,0.0568121131789,0.0286559640978,0.0117030571071,0.2720785465081369,95.369312,34.596079,39.349998474121094,378722,178.75123852881984,9.404354971486775,4.2E-5,25641772,95.369264,34.596094,0.215,0.321,20151570,5,20,1.347,0.089,14.421,0.061,0,15.768,0.065,0,15.029,0.055,0,13.928,0.066,0,13.444,0.069,0,4.2263818238775094E-5
spec-56670-GAC084N44V1_sp13-218.fits,4758.41003537,2.50605941162,-0.273527919285,0.0930924432846,45.2685657947,0.112908989477,0.0581195870738,0.0268547736454,0.15405868286778712,86.737229,44.466673,17.360000610351562,383206,166.77727555716683,8.223883000396304,4.8E-5,1031338,86.737162,44.466669,0.7,0.452,20121996,11,50,1.351,0.212,14.193,0.083,0,15.544,0.195,0,14.775,0.137,0,13.735,0.082,0,13.252,0.059,0,4.798210869870532E-5
spec-56670-GAC084N44V2_sp11-002.fits,4893.34136078,2.72813386463,-0.181623096186,0.102524428171,40.8552605004,0.0964702040245,0.0489647179937,0.0216924011705,0.264240789015299,83.59775,46.007484,21.520000457763672,383770,164.2924050607847,7.130495634124549,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56670-HD030004N551117V01_sp15-122.fits,4878.18819018,2.52550594428,-0.322647338596,0.091282742748,11.9744959481,0.0306245989962,0.0151356133518,0.00729918688792,0.6656563181893593,45.255958,56.011756,88.62999725341797,385563,140.37601630130547,-2.407671562426207,1.22E-4,3799512,45.256042,56.011643,0.272,0.387,20122421,3,14,1.445,0.047,12.225,0.042,0,13.67,0.022,0,12.807,0.07,0,11.616,0.038,0,10.937,0.061,0,1.223685096955194E-4
spec-56699-GAC085N52V3_sp02-163.fits,4344.70614899,1.95134019296,-0.0641305421306,0.102537908486,23.0672944807,0.059071370518,0.0333394826536,0.0141513963091,0.5135809318139937,82.060753,51.320114,16.799999237060547,413947,159.21092500662118,9.117496197163101,1.7E-5,1752096,82.060728,51.320107,0.339,0.317,20122270,7,37,1.641,0.106,13.769,0.06,0,15.409,0.087,0,14.557,0.046,0,13.197,0.019,0,12.592,0.028,0,1.7120635667621194E-5
spec-56700-GAC071N55V1_sp05-033.fits,4625.26549293,1.91144979048,0.245713693743,0.0705453520694,16.3833774102,0.0485548170427,0.0235680765241,0.00950390437638,1.4181679077928333,71.014003,54.534357,19.399999618530273,414917,152.62190743003717,5.6771186516620356,1.56E-4,1865465,71.014152,54.534487,0.375,0.56,20152349,8,38,1.934,0.092,13.628,0.041,0,15.562,0.082,0,14.54,0.031,0,12.908,0.04,0,12.115,0.054,0,1.56121497944289E-4
spec-56700-GAC071N55V1_sp10-247.fits,4704.53770314,2.48481328635,-0.111673951931,0.0422743448744,26.8873293959,0.0647260481511,0.0343718705168,0.0111098896877,0.5990075810941987,68.765943,55.420726,19.920000076293945,415037,151.0969578961306,5.295583189819757,8.5E-5,1897918,68.766092,55.420719,0.133,0.116,20152348,5,23,1.691,0.058,13.25,0.051,0,14.941,0.027,0,14.097,0.005,0,12.653,0.037,0,11.951,0.048,0,8.485357948219157E-5
spec-56700-GAC071N55V2_sp02-076.fits,4204.08671817,1.43799610079,-0.643519742394,0.189131276225,23.5433196515,0.0575326331332,0.0375942721915,0.0138387285023,0.7603473528092068,68.577676,53.880627,17.520000457763672,415142,152.16493525133316,4.177101189604992,1.2E-5,1864254,68.577659,53.880621,0.184,0.181,20152266,5,25,2.096,0.083,13.419,0.064,0,15.514,0.052,0,14.455,0.05,0,12.618,0.043,0,11.701,0.074,0,1.167990122104339E-5
spec-56718-GAC108N21B2_sp02-150.fits,3770.07864184,0.186925375919,-1.24479650559,0.0367780319896,29.8901288739,0.078534545096,0.0606981784158,0.0173049302266,0.4622810386798781,107.40575,20.254784,9.079999923706055,419295,196.59091019611583,12.946515081114846,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56719-GAC102N35B2_sp02-163.fits,4717.66282338,2.28229906236,-0.441339118219,0.236927559369,75.994373127,0.192909778044,0.0968262383723,0.0364768168462,0.24002334809930784,100.13482,33.868752,8.029999732971191,419751,181.1446328891455,12.649617739191852,2.58E-4,6420372,100.135121,33.868689,0.549,0.468,20151572,7,31,1.231,0.081,14.393,0.049,0,15.624,0.065,0,14.96,0.029,0,13.968,0.037,0,13.557,0.052,0,2.5774340262222056E-4
spec-56780-HD115813N032855V01_sp08-024.fits,4633.31844623,2.33134707429,-0.928598410953,0.26250602373,15.3844404961,0.0315356044863,0.0206326797117,0.00777310183284,0.8895689626965979,180.135864,2.743947,97.79000091552734,444669,274.2223241509887,62.743746952133634,5.7E-5,27504011,180.135817,2.743914,0.232,0.229,20120203,6,26,1.031,0.047,13.085,0.015,0,14.117,0.044,0,13.546,0.028,0,12.807,0.04,0,12.449,0.057,0,5.738412239608465E-5
spec-56798-HD163334N102208V01_sp08-054.fits,4663.08922539,2.45528392395,-0.580951976965,0.0300522209381,24.5749941925,0.0587474229285,0.0329223353345,0.0117432005358,0.6104888915988859,249.791716,10.095938,39.099998474121094,447382,26.779633872536024,33.91883440970787,5.0E-5,34218321,249.791693,10.095983,0.18,0.221,20150497,4,16,1.04,0.073,13.868,0.054,0,14.907,0.049,0,14.327,0.033,0,13.527,0.006,0,13.187,0.196,0,5.0376028831987545E-5
